loss,val_loss,recon_loss,recon_loss_source,recon_loss_target
63.26317058858156,21.6341278493897,63.26317058858156,63.32137178376255,51.63907486362167
16.769210258936806,13.091392694425977,16.769210258936806,16.775912458206506,15.238736120172211
12.712162921026014,11.93896921015968,12.712162921026014,12.709169936849399,12.004094381679108
11.688657341494958,11.914851113784412,11.688657341494958,11.682031972036349,11.474861924460667
11.267032705360549,11.530091683726665,11.267032705360549,11.259328814513992,11.123130826427813
11.035545018209712,10.767723686438947,11.035545018209712,11.027179912438987,10.95083315955073
10.84097039573378,10.951641886687476,10.84097039573378,10.831912996579138,10.793861233359705
10.731958297996329,11.007042731135344,10.731958297996329,10.72288552111763,10.749443675645528
10.62556872080396,10.537949755172098,10.62556872080396,10.616639936897428,10.625894057163707
10.505370080388749,10.533290417726375,10.505370080388749,10.496283925737153,10.566673701883625
10.421953738037475,10.406573401994942,10.421953738037475,10.413112533295479,10.496695649278257
10.403695137227563,10.321763732216574,10.403695137227563,10.394545068841786,10.459093832497876
10.305575912798597,10.392600839788264,10.305575912798597,10.29644965511064,10.380383956064785
10.293795601431807,10.166405989118845,10.293795601431807,10.284487698410603,10.278030062402058
10.236720506463575,10.31774308464744,10.236720506463575,10.227556944003151,10.358915684028974
10.211753875497186,10.130818367004395,10.211753875497186,10.202656329418732,10.261098431597313
10.195282984811262,10.21648159499996,10.195282984811262,10.186074515832935,10.329776992789075
10.16055564467829,10.080471338319384,10.16055564467829,10.151383988932976,10.262112445673305
10.113410626695389,10.05944528658528,10.113410626695389,10.104093821982442,10.25667994745415
10.09842442961481,10.03339302047225,10.09842442961481,10.088981992683815,10.19971577977454
10.080548547568323,10.267559019987248,10.080548547568323,10.070970468569394,10.216198254114353
10.071143805569237,10.056599392378626,10.071143805569237,10.061772134081318,10.02591705058941
10.058479133971101,10.026519203974196,10.058479133971101,10.0488817962808,10.141870288875209
10.026926465479942,9.9889136976447,10.026926465479942,10.017556328736195,10.195603637502208
10.020002281287272,9.985507708935698,10.020002281287272,10.010323892690813,10.098913678802546
10.003929897875375,10.038117412693245,10.003929897875375,9.994304143938116,10.157625208677809
9.983351191342068,9.93951284392806,9.983351191342068,9.973796508304545,10.17234905557154
9.979124095546338,9.933528703106337,9.979124095546338,9.969495018890141,10.12718573946367
9.964618738598391,10.009032383437985,9.964618738598391,9.955015024500293,10.024139625928504
9.955925047041028,9.912826486855499,9.955925047041028,9.946156372302038,10.07446419671555
9.945830349103678,9.909297024908145,9.945830349103678,9.936070381635025,10.082412770636006
9.939487065799325,9.874182291267331,9.939487065799325,9.92987699284841,9.978845399478258
9.934614199951284,9.960977538558078,9.934614199951284,9.92503581417907,10.087360508695376
9.920937812004668,9.784635614757695,9.920937812004668,9.911371901240482,10.077149342459245
9.9079895471572,9.96762245351618,9.9079895471572,9.898279596461276,10.084585492203875
9.90151315409085,10.261513702140366,9.90151315409085,9.891801503195063,10.053228884098775
9.89550398770862,9.884347399404227,9.89550398770862,9.885873718630373,10.059482978008004
9.887278721401673,9.842163483958599,9.887278721401673,9.877685918601712,9.984481192052062
9.885476341019343,9.800553751385902,9.885476341019343,9.875825015180846,9.948498069773716
9.876919006017623,9.811960586831589,9.876919006017623,9.86725368754303,10.030961824900753
9.866000879430793,9.907143561308049,9.866000879430793,9.856421720361688,9.996929008950849
9.858925920776985,9.810419263918538,9.858925920776985,9.849277865431356,10.036606881457214
9.85430107344914,9.827610421771846,9.85430107344914,9.844576013620362,10.004014576079381
9.854958779132701,9.83216128073448,9.854958779132701,9.845381344401556,9.919716359282
9.8426865482462,9.810240666728374,9.8426865482462,9.833006175498067,9.994801376253243
9.840560888508964,9.7907141102247,9.840560888508964,9.830821283062207,9.906202402961895
9.83439311814429,9.778553694732919,9.83439311814429,9.824634670059197,9.982045512895018
9.825777494024145,9.772418309834379,9.825777494024145,9.815968194865873,9.937584788800383
9.829545660497294,9.806367720454192,9.829545660497294,9.819786305697459,10.084636686476923
9.816558207666825,9.736775335201548,9.816558207666825,9.80684616617272,9.968274058145804
9.823778745824162,9.764824804195689,9.823778745824162,9.814110720810449,9.975529964102943
9.81053873036679,9.740592724035594,9.81053873036679,9.800863922986357,9.95375959806271
9.806725036368302,9.858925058822,9.806725036368302,9.797094700581129,9.9294921867978
9.800081955689853,9.96228091184758,9.800081955689853,9.79040243084728,9.957489932675104
9.81549489371962,9.766665348336716,9.81549489371962,9.805868223412379,9.956447182412637
9.80095821605319,9.69258271761177,9.80095821605319,9.791214273648496,9.93136194495084
9.789215830027427,9.89756857659206,9.789215830027427,9.779540616249193,9.917362964926806
9.806214469948289,9.688725231107602,9.806214469948289,9.796459872109299,9.965910944475647
9.788008644676296,9.75609478280564,9.788008644676296,9.778365762783425,9.923796102740608
9.782470380113358,9.788116210748342,9.782470380113358,9.772750082073046,9.869358215911346
9.787371098254608,9.756054503858582,9.787371098254608,9.77776656741104,10.029826027316757
9.775662546381662,9.780394526552563,9.775662546381662,9.765991078397397,9.841280554057375
9.76902581095092,9.747165329200177,9.76902581095092,9.759455124354286,9.831436189922714
9.773079033881029,9.741744230601412,9.773079033881029,9.763573602657958,9.855175491417272
9.774264960150756,9.720390311942612,9.774264960150756,9.764638137554059,9.958938616187792
9.760373069896602,9.788142251574303,9.760373069896602,9.750821065749104,9.850091691945371
9.75964102808693,9.72030170298805,9.75964102808693,9.75016570936081,9.743130989355587
9.758467910369859,9.7210995540146,9.758467910369859,9.748967212408411,9.856624792865274
9.752114180535475,9.707541316008765,9.752114180535475,9.742447080669237,9.869016380503163
9.752228244460238,9.693008001185646,9.752228244460238,9.742609931640343,9.877306023556901
9.750484625864182,9.686870823221758,9.750484625864182,9.741001872603816,9.850750571179379
9.749372844810152,9.754313145787263,9.749372844810152,9.73985328489989,9.859418374845854
9.754290555733665,9.690714382928265,9.754290555733665,9.744821270215473,9.872061849902206
9.741144374280386,9.652639775236777,9.741144374280386,9.731510106616453,9.949870384074114
9.739308553854551,9.718912861563943,9.739308553854551,9.729801936792548,9.801759506994495
9.739762627469522,9.646025003480517,9.739762627469522,9.730195737576299,9.930398952011902
9.735256586983299,9.77899378784432,9.735256586983299,9.7258517453597,9.770578529228004
9.741709906222138,9.676104510126034,9.741709906222138,9.732142639774581,9.928987054522006
9.731843204471959,9.672598153106437,9.731843204471959,9.72225307134566,9.845109200729953
9.724497752973027,9.792340593889724,9.724497752973027,9.714997585171991,9.804889604565847
9.72810332916653,9.694771002146823,9.72810332916653,9.718560051599846,9.830853990185277
9.723655977174538,9.668451474717825,9.723655977174538,9.714148942742872,9.83175146223157
9.721072000344668,9.62756062736196,9.721072000344668,9.711573940457916,9.839121043709529
9.732550545107424,9.649930469260728,9.732550545107424,9.72299851199421,9.927482978243242
9.71637052947675,9.686218931655253,9.71637052947675,9.70680210835035,9.878896917333485
9.717725135848866,9.656157887671604,9.717725135848866,9.70823418836247,9.85667945293035
9.71435440579593,9.66976270596843,9.71435440579593,9.704905363364643,9.733004070348692
9.713668593710818,9.660077812257876,9.713668593710818,9.704136203743047,9.824283975091225
9.708886017077429,9.634155596583343,9.708886017077429,9.699346272011699,9.83352888316204
9.705643903589227,9.70938576942633,9.705643903589227,9.696014081285233,9.893515062836858
9.704434983367147,9.65157981746453,9.704434983367147,9.694837377963394,9.744428394579197
9.707406882695542,9.637542905886312,9.707406882695542,9.697769048298442,9.809820162443538
9.699809931084905,9.71225636458594,9.699809931084905,9.690281404968346,9.849672210858376
9.703910487070097,9.63734455739171,9.703910487070097,9.694312011817058,9.900309332493423
9.69887398466557,9.794747809733241,9.69887398466557,9.689327211463391,9.775509834508988
9.697112826010734,9.662184644336543,9.697112826010734,9.687481669967097,9.767653307276172
9.696316590464944,9.652849571763976,9.696316590464944,9.686860530430197,9.708195911044083
9.691457696625893,9.703943760927059,9.691457696625893,9.681847863739337,9.801754108837986
9.700368975583606,9.629492405032323,9.700368975583606,9.69086125255783,9.913401287709082
9.694351830901608,9.637706059069673,9.694351830901608,9.684640491606725,9.915554389391854
